iter	RMSE
172	0.0009037443411
173	0.0008821686499
174	0.000861108126
175	0.0008405503627
176	0.0008204835502
177	0.0008008959278
178	0.0007817760163
179	0.000763112671
180	0.0007448949334
181	0.0007271120228
182	0.0007097539652
183	0.0006928103641
184	0.0006762712564
185	0.0006601270798
186	0.0006443685166
187	0.000628986164
188	0.0006139709863
189	0.0005993144992
190	0.0005850079954
191	0.0005710432051
192	0.0005574119212
193	0.0005441059731
194	0.0005311178399
195	0.0005184399394
196	0.0005060647977
197	0.0004939851924
198	0.0004821937614
199	0.0004706840475
200	0.0004594493941
201	0.0004484828448
202	0.000437778291
203	0.0004273293921
204	0.0004171299546
205	0.0004071742418
206	0.0003974560139
207	0.0003879700551
208	0.0003787108521
209	0.0003696725845
210	0.0003608499768
211	0.0003522385324
212	0.0003438327673
213	0.0003356275191
214	0.0003276184997
215	0.0003198008588
216	0.000312169792
217	0.0003047211597
218	0.000297450476
219	0.0002903534926
220	0.0002834260629
221	0.0002766639854
222	0.0002700636699
223	0.0002636210905
224	0.0002573320862
225	0.0002511933654
226	0.0002452015447
227	0.0002393527384
228	0.000233643712
229	0.0002280711897
230	0.0002226315957
231	0.0002173224497
232	0.0002121398746
233	0.0002070815362
234	0.0002021438347
235	0.000197324426
236	0.0001926201438
237	0.0001880284786
238	0.000183546574
239	0.0001791718439
240	0.0001749016843
241	0.0001707335495
242	0.0001666649719
243	0.000162694014
244	0.0001588180836
245	0.000155034597
246	0.0001513417477
247	0.0001477371906
248	0.000144219001
249	0.0001407851762
250	0.0001374334464
251	0.0001341616922
252	0.0001309682976
253	0.0001278515191
254	0.0001248094208
255	0.0001218404658
256	0.0001189425016
257	0.0001161130145
258	0.0001133517476
259	0.0001106570986
260	0.0001080271685
261	0.0001054594856
262	0.0001029537863
263	0.000100508728
264	9.812202195e-05
265	9.579293825e-05
266	9.351983807e-05
267	9.130087629e-05
268	8.913515217e-05
269	8.702122745e-05
270	8.495818057e-05
271	8.29453226e-05
272	8.098065853e-05
273	7.906231307e-05
274	7.71909105e-05
275	7.536472106e-05
276	7.358189423e-05
277	7.18420548e-05
278	7.014467903e-05
279	6.84880412e-05
280	6.687191755e-05
281	6.529482991e-05
282	6.375485692e-05
283	6.225084253e-05
284	6.078497848e-05
285	5.935100708e-05
286	5.795389892e-05
287	5.65906533e-05
288	5.526012829e-05
289	5.396182655e-05
290	5.269476197e-05
291	5.145688171e-05
292	5.024955888e-05
293	4.907311634e-05
294	4.792560115e-05
295	4.680552135e-05
296	4.571271897e-05
297	4.464686028e-05
298	4.360697562e-05
299	4.259174264e-05
300	4.160198746e-05
301	4.063596376e-05
302	3.969439918e-05
303	3.877583186e-05
304	3.787976338e-05
305	3.700580077e-05
306	3.61529492e-05
307	3.532170205e-05
308	3.450948873e-05
309	3.37169334e-05
310	3.294530323e-05
311	3.219307005e-05
312	3.145990947e-05
313	3.0744057e-05
314	3.004533387e-05
315	2.936293429e-05
316	2.869626824e-05
317	2.804747793e-05
318	2.741532304e-05
319	2.680167102e-05
320	2.620140782e-05
321	2.561405404e-05
322	2.504360818e-05
323	2.44878367e-05
324	2.394540832e-05
325	2.341845594e-05
326	2.290576742e-05
327	2.240589851e-05
328	2.19191028e-05
329	2.144559121e-05
330	2.098411761e-05
331	2.053447227e-05
332	2.009294488e-05
333	1.96624162e-05
334	1.924572375e-05
335	1.883758343e-05
336	1.844041148e-05
337	1.805448999e-05
338	1.768218992e-05
339	1.731713492e-05
340	1.696230229e-05
341	1.661660882e-05
342	1.627875924e-05
343	1.595372116e-05
344	1.563314462e-05
345	1.532397225e-05
346	1.502521364e-05
347	1.47333842e-05
348	1.444790608e-05
349	1.417100348e-05
350	1.390244374e-05
351	1.364022648e-05
352	1.338687011e-05
353	1.314175781e-05
354	1.290496591e-05
355	1.267326105e-05
356	1.243727378e-05
357	1.222023808e-05
358	1.19974743e-05
359	1.17871751e-05
360	1.158524891e-05
361	1.138960707e-05
362	1.120304796e-05
363	1.102090522e-05
364	1.084595462e-05
365	1.066196372e-05
366	1.048367774e-05
367	1.03068411e-05
368	1.014415948e-05
369	9.993080854e-06
370	9.839638184e-06
371	9.666714064e-06
372	9.524471642e-06
373	9.374642833e-06
374	9.242222218e-06
375	9.117287051e-06
376	8.995536187e-06
377	8.87566816e-06
378	8.757982022e-06
379	8.631773254e-06
380	8.524814793e-06
381	8.392318149e-06
382	8.276677279e-06
383	8.165141373e-06
384	8.06745239e-06
385	7.963325427e-06
386	7.867284166e-06
387	7.781654018e-06
388	7.69306468e-06
389	7.610479729e-06
390	7.530947573e-06
391	7.454185418e-06
392	7.347251254e-06
393	7.27885184e-06
394	7.208474639e-06
395	7.147526986e-06
396	7.08632908e-06
397	7.023315787e-06
398	6.963804771e-06
399	6.872654318e-06
400	6.815597682e-06
401	6.747444196e-06
402	6.684313162e-06
403	6.637334426e-06
404	6.559334088e-06
405	6.512145844e-06
406	6.438300556e-06
407	6.386074297e-06
408	6.34214592e-06
409	6.293649408e-06
410	6.222992649e-06
411	6.183468889e-06
412	6.150382241e-06
413	6.099737158e-06
414	6.05951648e-06
415	6.030708066e-06
416	5.984906383e-06
417	5.951272001e-06
418	5.923907512e-06
419	5.890142603e-06
420	5.859894313e-06
421	5.831632113e-06
422	5.801413872e-06
423	5.77472781e-06
424	5.753209626e-06
425	5.733667308e-06
426	5.715216484e-06
427	5.694099254e-06
428	5.638291589e-06
429	5.615118724e-06
430	5.580454828e-06
431	5.532538267e-06
432	5.502102541e-06
433	5.476021449e-06
434	5.462537489e-06
435	5.416296142e-06
436	5.40000383e-06
437	5.382318154e-06
438	5.361208396e-06
439	5.338463185e-06
440	5.323656735e-06
441	5.295176755e-06
442	5.281418202e-06
443	5.265175746e-06
444	5.249002981e-06
445	5.22841317e-06
446	5.202495114e-06
447	5.184065434e-06
448	5.143486519e-06
449	5.133264074e-06
450	5.125884315e-06
451	5.109138849e-06
452	5.093264577e-06
453	5.086489715e-06
454	5.06436248e-06
455	5.04123387e-06
456	5.019323986e-06
457	5.000182672e-06
458	4.963130525e-06
459	4.944784889e-06
460	4.929227899e-06
461	4.914670344e-06
462	4.892609165e-06
463	4.882067537e-06
464	4.868249695e-06
465	4.859849111e-06
466	4.823659454e-06
467	4.812534322e-06
468	4.777631994e-06
469	4.765680178e-06
470	4.733029792e-06
471	4.722406126e-06
472	4.714455572e-06
473	4.709102896e-06
474	4.703281132e-06
475	4.687062677e-06
476	4.680400779e-06
477	4.661335962e-06
478	4.654839046e-06
479	4.636806283e-06
480	4.629184163e-06
481	4.625494489e-06
482	4.608441711e-06
483	4.577092083e-06
484	4.568298739e-06
485	4.538556006e-06
486	4.530949776e-06
487	4.522856017e-06
488	4.514871072e-06
489	4.508035526e-06
490	4.500728258e-06
491	4.474744322e-06
492	4.46807319e-06
493	4.458388036e-06
494	4.455300051e-06
495	4.447746976e-06
496	4.444501507e-06
497	4.433690008e-06
498	4.430579948e-06
499	4.424048788e-06
500	4.41814484e-06
501	4.402137911e-06
502	4.394918871e-06
503	4.392925426e-06
504	4.386361176e-06
505	4.374196016e-06
506	4.360791049e-06
507	4.336793919e-06
508	4.313743176e-06
509	4.306691483e-06
510	4.297401788e-06
511	4.287815703e-06
512	4.282222789e-06
513	4.276969537e-06
514	4.270338421e-06
515	4.247247611e-06
516	4.233862671e-06
517	4.221631931e-06
518	4.215557972e-06
519	4.208717716e-06
520	4.194594136e-06
521	4.192020982e-06
522	4.186490114e-06
523	4.184885324e-06
524	4.177605974e-06
525	4.168979985e-06
526	4.143750097e-06
527	4.122262513e-06
528	4.117055776e-06
529	4.114869095e-06
530	4.113401053e-06
531	4.109515329e-06
532	4.10574081e-06
533	4.102479302e-06
534	4.096485449e-06
535	4.084412615e-06
536	4.069490867e-06
537	4.063123399e-06
538	4.061836462e-06
539	4.03724483e-06
540	4.03380889e-06
541	4.027286861e-06
542	4.020990668e-06
543	4.01491228e-06
544	4.004466763e-06
545	3.996101155e-06
546	3.984681962e-06
547	3.960869822e-06
548	3.957434076e-06
549	3.934340732e-06
550	3.923474845e-06
551	3.919028641e-06
552	3.908583624e-06
553	3.902735013e-06
554	3.892719591e-06
555	3.882915086e-06
556	3.875710122e-06
557	3.873496983e-06
558	3.86546468e-06
559	3.855981704e-06
560	3.850866627e-06
561	3.83604998e-06
562	3.830578462e-06
563	3.826209613e-06
564	3.822075461e-06
565	3.816304e-06
566	3.807118583e-06
567	3.79853245e-06
568	3.79436451e-06
569	3.788759565e-06
570	3.781903791e-06
571	3.774809118e-06
572	3.770936352e-06
573	3.748520944e-06
574	3.743362671e-06
575	3.741503442e-06
576	3.720230691e-06
577	3.71201646e-06
578	3.696945348e-06
579	3.676318673e-06
580	3.668543159e-06
581	3.648995583e-06
582	3.634715864e-06
583	3.626964504e-06
584	3.618757837e-06
585	3.613220514e-06
586	3.594751501e-06
587	3.589691887e-06
588	3.575634137e-06
589	3.563462602e-06
590	3.545445788e-06
591	3.538643215e-06
592	3.522515452e-06
593	3.515387695e-06
594	3.508213614e-06
595	3.491892312e-06
596	3.48514088e-06
597	3.47895784e-06
598	3.471785079e-06
599	3.470223561e-06
600	3.454426008e-06
601	3.449355717e-06
602	3.448225155e-06
603	3.444181457e-06
604	3.440393649e-06
605	3.433500813e-06
606	3.42790159e-06
607	3.426597921e-06
608	3.42291869e-06
609	3.41763306e-06
610	3.412137614e-06
611	3.408336308e-06
612	3.400110275e-06
613	3.393785306e-06
614	3.38840774e-06
615	3.375096445e-06
616	3.370038945e-06
617	3.358418048e-06
618	3.351645195e-06
619	3.345525445e-06
620	3.339482194e-06
621	3.331453601e-06
622	3.330235698e-06
623	3.322534013e-06
624	3.309828766e-06
625	3.308413308e-06
626	3.305087382e-06
627	3.30140798e-06
628	3.289582816e-06
629	3.283665404e-06
630	3.28229596e-06
631	3.281266115e-06
632	3.277986557e-06
633	3.262261548e-06
634	3.255159928e-06
635	3.250329009e-06
636	3.240641755e-06
637	3.235963088e-06
638	3.234630181e-06
639	3.229233544e-06
640	3.228005668e-06
641	3.222744945e-06
642	3.214182076e-06
643	3.211238219e-06
644	3.207603948e-06
645	3.203177154e-06
646	3.198949171e-06
647	3.193346508e-06
648	3.188578017e-06
649	3.183589549e-06
650	3.179440697e-06
651	3.172845653e-06
652	3.170224682e-06
653	3.163711209e-06
654	3.158864359e-06
655	3.156334049e-06
656	3.149429943e-06
657	3.138262906e-06
658	3.133528044e-06
659	3.129000381e-06
660	3.123001218e-06
661	3.118737132e-06
662	3.102863978e-06
663	3.100591633e-06
664	3.085555539e-06
665	3.071324753e-06
666	3.067371531e-06
667	3.054092251e-06
668	3.050259957e-06
669	3.049230799e-06
670	3.042097293e-06
671	3.041176013e-06
672	3.035108537e-06
673	3.031801579e-06
674	3.028248015e-06
675	3.024304254e-06
676	3.019712903e-06
677	3.013349423e-06
678	3.008213349e-06
679	3.004429252e-06
680	3.001176475e-06
681	2.997021227e-06
682	2.98344165e-06
683	2.982401137e-06
684	2.978454971e-06
685	2.977534222e-06
686	2.975358858e-06
687	2.971882284e-06
688	2.968233375e-06
689	2.964785983e-06
690	2.959773927e-06
691	2.958763805e-06
692	2.953095064e-06
693	2.941790796e-06
694	2.939123626e-06
695	2.926334114e-06
696	2.915656952e-06
697	2.90995688e-06
698	2.90691979e-06
699	2.901417321e-06
700	2.896266626e-06
701	2.883651903e-06
702	2.878390897e-06
703	2.872298815e-06
704	2.867271962e-06
705	2.864594612e-06
706	2.861489899e-06
707	2.860574031e-06
708	2.859594277e-06
709	2.854930029e-06
710	2.845453267e-06
711	2.84105092e-06
712	2.838040809e-06
713	2.835026944e-06
714	2.834126819e-06
715	2.831397476e-06
716	2.821737312e-06
717	2.819607358e-06
718	2.816865211e-06
719	2.812031433e-06
720	2.80141362e-06
721	2.789776399e-06
722	2.789206211e-06
723	2.788372435e-06
724	2.784445898e-06
725	2.775654487e-06
726	2.766585562e-06
727	2.755485784e-06
728	2.752953123e-06
729	2.752507937e-06
730	2.750589249e-06
731	2.741913009e-06
732	2.738409377e-06
733	2.72977406e-06
734	2.727185839e-06
735	2.7165802e-06
736	2.716058288e-06
737	2.707958438e-06
738	2.7055241e-06
739	2.697510862e-06
740	2.687409963e-06
741	2.680071653e-06
742	2.678326496e-06
743	2.674653712e-06
744	2.665055288e-06
745	2.660340809e-06
746	2.659845274e-06
747	2.652838211e-06
748	2.651884392e-06
749	2.642762116e-06
750	2.634138111e-06
751	2.629264894e-06
752	2.62588164e-06
753	2.619056696e-06
754	2.618581308e-06
755	2.610381037e-06
756	2.603732176e-06
757	2.601524582e-06
758	2.596799684e-06
759	2.590263213e-06
760	2.584300432e-06
761	2.578606159e-06
762	2.574508401e-06
763	2.568703872e-06
764	2.563215435e-06
765	2.562432277e-06
766	2.556953743e-06
767	2.554834678e-06
768	2.549736934e-06
769	2.541592982e-06
770	2.54078411e-06
771	2.536485398e-06
772	2.53353643e-06
773	2.529882953e-06
774	2.52626427e-06
775	2.51766934e-06
776	2.514854119e-06
777	2.512679724e-06
778	2.509829116e-06
779	2.507714884e-06
780	2.505105749e-06
781	2.503890443e-06
782	2.501189838e-06
783	2.497443317e-06
784	2.493960259e-06
785	2.488735743e-06
786	2.484127044e-06
787	2.481940347e-06
788	2.474562857e-06
789	2.47253328e-06
790	2.471775539e-06
791	2.467829187e-06
792	2.462686794e-06
793	2.458147931e-06
794	2.457217172e-06
795	2.45649553e-06
796	2.45437728e-06
797	2.4473437e-06
798	2.444857706e-06
799	2.440811227e-06
800	2.43749895e-06
801	2.432367893e-06
802	2.428309717e-06
803	2.423674583e-06
804	2.41696148e-06
805	2.412519694e-06
806	2.40616352e-06
807	2.403921514e-06
808	2.403224732e-06
809	2.396956517e-06
810	2.393127411e-06
811	2.38849648e-06
812	2.387375616e-06
813	2.381440464e-06
814	2.379051457e-06
815	2.375485912e-06
816	2.371893119e-06
817	2.366319277e-06
818	2.362131473e-06
819	2.361734151e-06
820	2.35639775e-06
821	2.350552803e-06
822	2.347620361e-06
823	2.345558749e-06
824	2.341207804e-06
825	2.335588846e-06
826	2.330138658e-06
827	2.324664097e-06
828	2.320633835e-06
829	2.31848462e-06
830	2.31481387e-06
831	2.310729665e-06
832	2.30580888e-06
833	2.30342988e-06
834	2.3009473e-06
835	2.298453099e-06
836	2.29738954e-06
837	2.292915862e-06
838	2.287766896e-06
839	2.286054655e-06
840	2.285091109e-06
841	2.280207238e-06
842	2.276248967e-06
843	2.273546009e-06
844	2.271190526e-06
845	2.267474474e-06
846	2.265360933e-06
847	2.2646054e-06
848	2.262791839e-06
849	2.260620775e-06
850	2.258240333e-06
851	2.256413451e-06
852	2.254329827e-06
853	2.250505041e-06
854	2.247589417e-06
855	2.244538864e-06
856	2.240600231e-06
857	2.235383373e-06
858	2.234614407e-06
859	2.232235867e-06
860	2.227432457e-06
861	2.22542297e-06
862	2.223556502e-06
863	2.221293165e-06
864	2.220253961e-06
865	2.218521636e-06
866	2.216342917e-06
867	2.211400068e-06
868	2.208688908e-06
869	2.204845298e-06
870	2.200327269e-06
871	2.198666946e-06
872	2.194752376e-06
873	2.193242136e-06
874	2.190880124e-06
875	2.186185039e-06
876	2.184268999e-06
877	2.183544783e-06
878	2.17941633e-06
879	2.175874773e-06
880	2.171352811e-06
881	2.169401581e-06
882	2.166882897e-06
883	2.166256224e-06
884	2.164614054e-06
885	2.159624634e-06
886	2.156254241e-06
887	2.153072219e-06
888	2.15268971e-06
889	2.14977544e-06
890	2.14821627e-06
891	2.145354854e-06
892	2.145001659e-06
893	2.140866086e-06
894	2.140576272e-06
895	2.136847303e-06
896	2.135266685e-06
897	2.131326415e-06
898	2.127505196e-06
899	2.123783753e-06
900	2.119829324e-06
901	2.115527438e-06
902	2.111871332e-06
903	2.110029161e-06
904	2.108392817e-06
905	2.105606621e-06
906	2.101874373e-06
907	2.101310489e-06
908	2.100672895e-06
909	2.097719796e-06
910	2.096149671e-06
911	2.094450568e-06
912	2.092318683e-06
913	2.087061694e-06
914	2.086743759e-06
915	2.084864365e-06
916	2.083298033e-06
917	2.073963597e-06
918	2.07061656e-06
919	2.069867703e-06
920	2.066325357e-06
921	2.064855876e-06
922	2.064444897e-06
923	2.062496044e-06
924	2.061986932e-06
925	2.058471625e-06
926	2.057290916e-06
927	2.05387293e-06
928	2.053165733e-06
929	2.049620211e-06
930	2.048911761e-06
931	2.045353431e-06
932	2.042242963e-06
933	2.039668438e-06
934	2.038252223e-06
935	2.037683404e-06
936	2.035333529e-06
937	2.033662671e-06
938	2.033310501e-06
939	2.031992127e-06
940	2.028765472e-06
941	2.02703383e-06
942	2.023904862e-06
943	2.021213874e-06
944	2.019439749e-06
945	2.018691867e-06
946	2.015274219e-06
947	2.011876688e-06
948	2.009039288e-06
949	2.007907745e-06
950	2.003975889e-06
951	2.0028129e-06
952	2.000608269e-06
953	1.999124734e-06
954	1.995796628e-06
955	1.993948607e-06
956	1.993512732e-06
957	1.990296861e-06
958	1.980902993e-06
959	1.980195058e-06
960	1.976959971e-06
961	1.973639366e-06
962	1.97208569e-06
963	1.969140153e-06
964	1.967712365e-06
965	1.967347357e-06
966	1.964928434e-06
967	1.961933021e-06
968	1.958346709e-06
969	1.956655746e-06
970	1.956379546e-06
971	1.955006369e-06
972	1.954722801e-06
973	1.951360618e-06
974	1.942064041e-06
975	1.941531096e-06
976	1.93938067e-06
977	1.936384924e-06
978	1.935904807e-06
979	1.934600791e-06
980	1.93222422e-06
981	1.929263815e-06
982	1.927041774e-06
983	1.926547856e-06
984	1.924459847e-06
985	1.921247478e-06
986	1.920301152e-06
987	1.91820328e-06
988	1.917044011e-06
989	1.907884487e-06
990	1.906065088e-06
991	1.903737967e-06
992	1.902207876e-06
993	1.90068052e-06
994	1.900027345e-06
995	1.898482752e-06
996	1.889534365e-06
997	1.887267741e-06
998	1.88423636e-06
999	1.88132502e-06
